[[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.26,0,0,0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0,0,0,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,0,0,0,0,0,0],
[0,0,0,0,0,0,0,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,0,0,0,0,0,0],
[0,0,0,0,0,0,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,0,0,0,0,0,0],
[0,0,0,0,0,0,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,0,0,0,0,0,0],
[0,0,0,0,0,0,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,0,0,0,0,0],
[0,0,0,0,0,0,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,0,0,0,0,0],
[0,0,0,0,0,0,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,0,0,0,0,0],
[0,0,0,0,0,0,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,0,0,0,0,0],
[0,0,0,0,0,0,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,0,0,0,0,0,0],
[0,0,0,0,0,0,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,0,0,0,0,0,0],
[0,0,0,0,0,0,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,0,0,0,0,0,0],
[0,0,0,0,0,0,0,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,0,0,0,0,0,0],
[0,0,0,0,0,0,0,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,0,0,0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0,0,0,0,61.26,61.26,61.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]]
